date,meantemp,humidity,wind_speed,meanpressure
2013-01-01,10.013242912179447,84.45395329269425,-0.030783638417627036,1015.6516045269478
2013-01-02,7.461890641170032,91.93150919227699,3.074593492381946,1017.9025254670164
2013-01-03,7.071456897864346,86.87268683029032,4.574810219932192,1018.4808261475808
2013-01-04,8.813822784198914,71.34162336994792,1.2403606077857403,1017.2283267997989
2013-01-05,5.9122238382093775,86.79322035180168,3.7137488203224125,1016.396253487555
2013-01-06,6.822141531886886,82.55429643105671,1.5901181984008248,1018.033771832344
2013-01-07,6.908088571515706,78.75987569981858,6.442345222836329,1019.8937479972584
2013-01-08,8.651933624066217,63.78449885996307,7.167403709814448,1018.8054448892508
2013-01-09,13.968852872579214,51.138186137077746,12.439725682226811,1017.051026392224
2013-01-10,10.885024119976523,62.001054485026216,7.308205443985711,1015.7247684505222
2013-01-11,15.577144374283307,51.27264385884739,10.62686441330124,1016.021220986455
2013-01-12,13.962647961741625,74.11158953897166,13.245187273625469,1015.5317619194664
2013-01-13,15.803253429632449,75.09402571288938,4.60116502203184,1013.4523356644936
2013-01-14,12.758897704481539,88.34191849744414,0.5438308718616058,1015.3496655758948
2013-01-15,14.907338209203612,71.7922100347316,0.6584051837043954,1015.7046831769909
2013-01-16,13.942921823319281,86.73654079687357,-0.17829347343098423,1016.7958078210014
2013-01-17,16.58235973304151,80.61128473322397,5.2712448974946495,1015.7632722534759
2013-01-18,13.75746542054338,92.19585046846659,8.984029453072,1014.3477732137783
2013-01-19,12.526079677755071,76.75565371732934,5.823245880056049,1021.7474910116641
2013-01-20,11.373039325285761,75.05964157188019,8.543516778635135,1020.3165865799908
2013-01-21,10.983192953635218,77.01720767729401,2.1522607970957424,1020.9227549256623
2013-01-22,9.358229954590128,79.62292559171843,3.1686580474422694,1021.9052491003075
2013-01-23,14.081118867356372,60.13551221097869,4.059664317447543,1020.2932745782505
2013-01-24,13.85055729167614,60.598962992275816,6.058959988637063,1020.6758810238473
2013-01-25,12.307739816353864,67.11797303350316,5.491703266867957,1020.8495240898111
2013-01-26,12.59690398767154,64.24596749630815,6.881416705236846,1019.5548655723076
2013-01-27,12.701899235776152,65.63552163610397,5.486716584707375,1018.1274889439453
2013-01-28,14.74941538878057,55.77278755096397,3.5698791968261965,1017.8015808426072
2013-01-29,14.210952288887897,65.37926762922113,3.2269118136590107,1016.4769573546226
2013-01-30,14.655529553436796,70.45497423899968,0.9859122459818788,1018.0191067875284
2013-01-31,16.27402503749485,65.6190649223469,2.9434929368640903,1018.4988951761067
2013-02-01,16.08464954040444,73.17212313506579,2.116456015225485,1016.0693426863878
2013-02-02,16.370077551299932,77.5985478380984,1.484400628743922,1017.0449118195457
2013-02-03,17.976293329926815,65.51460801935033,1.6876611683074196,1015.2244592663386
2013-02-04,17.329159887067668,74.39857799223981,11.254942600272352,1014.5126598089678
2013-02-05,16.486134637653127,92.35518002265162,9.741575433978346,1016.3793098818545
2013-02-06,16.669131597788944,71.31377853582754,8.678787524067154,1018.5794951783743
2013-02-07,15.745216387933183,59.39832276421488,10.522641297025478,1018.5953572130023
2013-02-08,13.93603373833867,70.4289525015192,9.232197319077834,1017.2288204724224
2013-02-09,15.283695517810543,61.11318171908476,9.1774506430269,1016.8410439488157
2013-02-10,15.313775320254637,71.46287234398255,3.409273023066855,1017.1435893687989
2013-02-11,15.761162727647221,70.53673537549787,5.20103155697485,1016.3384695377686
2013-02-12,15.406046843034085,70.3373577561952,7.39859498698192,1017.4498290796644
2013-02-13,16.44591428967537,70.11898313189707,6.257884887028376,1016.0463932294266
2013-02-14,17.425177780772707,63.78151372973851,4.206715703524296,1014.3130641564479
2013-02-15,19.115285619451363,65.27031494494138,10.03094876514481,1011.550927700672
2013-02-16,14.29411560452633,92.66732704907362,8.541427921943699,1007.9771410943835
2013-02-17,13.656450614076013,89.96122132585225,0.03333160928954095,1012.5657769623185
2013-02-18,15.542483146247525,78.42915105762204,12.155041576707884,1016.2612072077332
2013-02-19,15.813223948834981,82.00052852134816,5.925721076659607,1015.6257531755884
2013-02-20,17.593356658785527,74.83726147470203,5.651974141119397,1017.1727765972869
2013-02-21,20.096079717175453,67.5015752621446,6.538922667056252,1015.435868890482
2013-02-22,20.670339936442794,65.55971649378249,10.917634023055832,1015.8451048434454
2013-02-23,17.440531342904503,75.01258686083364,9.436401999843747,1017.2402172735516
2013-02-24,17.003881650052687,78.77028441688185,7.381327069957099,1018.9247790160487
2013-02-25,17.000173772277112,72.79801462818085,4.736114821278405,1018.2022928607179
2013-02-26,17.922668862037153,69.91320633063256,17.68308406593193,1015.1288949073468
2013-02-27,20.77579751728498,57.191906699229484,6.805078737768522,1015.1115448609977
2013-02-28,19.569265087053694,52.865187612779216,13.029789642296679,1017.4372979373493
2013-03-01,17.23266494202142,49.4663923685858,23.905036665953627,1016.3549883780471
2013-03-02,19.035176502336526,54.040307721744995,15.601107963922,1016.2503920349484
2013-03-03,19.464562443984786,62.98846428724519,8.7430639681841,1016.2467924369867
2013-03-04,17.65385340615467,71.0005542956998,5.545564280156621,1015.783210170019
2013-03-05,20.8182859281015,61.76338100421797,4.251790511416712,1016.4550436648923
2013-03-06,20.880523700551265,65.38301042252095,6.97382437291536,1015.6424393336429
2013-03-07,23.19458741623232,57.239883879642285,8.666157609459038,1015.2719754320021
2013-03-08,24.05967125225871,45.03365384438534,7.052758570591899,1014.8549843761887
2013-03-09,25.345015993481645,49.7917623115739,5.30294988035746,1009.2997037233647
2013-03-10,23.37383058251295,57.521112632535285,4.3130574398962604,1008.1046716498332
2013-03-11,24.072158165137832,66.4067494798863,0.85377585519819,1011.1321902809607
